municipio;codEstacao;uf;nomeEstacao;latitude;longitude;datahora;valorMedida
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-24 07:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-24 08:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-24 09:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-24 10:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-24 11:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-24 12:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-24 13:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-24 14:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-24 15:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-24 16:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-24 17:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-24 18:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-24 19:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-24 20:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-24 21:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-24 22:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-24 23:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-25 00:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-25 01:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-25 02:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-25 03:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-25 04:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-25 05:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-25 06:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-25 07:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-25 08:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-25 09:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-25 10:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-25 11:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-25 12:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-25 13:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-25 14:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-25 16:00:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-25 16:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-25 17:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-25 18:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-25 19:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-25 20:20:00.0;0,20
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-25 20:30:00.0;0,20
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-25 20:40:00.0;0,39
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-25 21:00:00.0;0,20
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-25 21:10:00.0;0,39
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-25 21:20:00.0;0,20
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-25 21:30:00.0;0,59
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-25 21:40:00.0;0,20
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-25 22:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-25 23:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-26 00:30:00.0;0,20
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-26 01:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-26 02:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-26 03:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-26 04:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-26 05:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-26 06:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-26 07:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-26 08:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-26 09:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-26 10:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-26 11:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-26 12:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-26 13:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-26 14:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-26 15:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-26 16:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-26 17:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-26 18:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-26 19:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-26 20:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-26 21:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-26 22:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-26 23:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-27 00:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-27 01:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-27 02:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-27 03:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-27 04:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-27 05:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-27 06:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-27 07:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-27 08:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-27 09:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-27 10:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-27 11:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-27 12:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-27 13:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-27 14:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-27 15:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-27 16:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-27 17:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-27 18:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-27 19:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-27 20:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-27 21:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-27 22:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-27 23:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-28 00:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-28 01:30:00.0;0,39
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-28 01:40:00.0;0,39
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-28 01:50:00.0;0,79
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-28 02:00:00.0;0,39
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-28 02:10:00.0;1,37
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-28 02:20:00.0;1,57
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-28 02:30:00.0;0,59
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-28 04:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-28 05:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-28 06:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-28 07:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-28 08:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-28 09:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-28 10:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-28 11:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-28 12:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-28 13:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-28 14:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-28 15:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-28 16:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-28 17:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-28 18:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-28 19:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-28 20:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-28 21:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-28 22:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-28 23:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-29 00:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-29 01:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-29 02:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-29 03:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-29 04:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-29 05:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-29 06:00:00.0;0,20
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-29 06:30:00.0;0,20
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-29 07:10:00.0;0,39
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-29 07:20:00.0;0,39
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-29 07:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-29 08:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-29 09:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-29 10:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-29 11:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-29 12:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-29 13:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-29 14:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-29 15:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-29 16:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-29 17:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-29 18:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-29 19:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-29 20:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-29 21:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-29 22:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-29 23:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-30 00:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-30 01:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-30 02:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-30 03:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-30 04:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-30 05:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-30 06:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-30 07:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-30 08:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-30 09:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-30 10:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-30 11:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-30 12:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-30 13:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-30 14:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-30 15:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-30 16:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-30 17:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-30 18:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-30 19:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-30 20:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-30 21:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-30 22:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-30 23:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-31 00:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-31 01:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-31 02:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-31 03:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-31 04:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-31 05:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-31 06:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-31 07:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-31 08:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-31 09:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-31 10:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-31 11:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-31 12:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-31 13:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-31 14:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-31 15:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-31 16:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-31 17:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-31 18:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-31 19:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-31 20:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-31 21:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-31 21:50:00.0;0,20
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-31 22:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-31 23:30:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460002A;PR;Rua Catanduvas;-25,481;-53,606;2025-03-31 23:50:00.0;0,20
CAPITÃO LEÔNIDAS MARQUES;410460003A;PR;Centro;-25,48545;-53,60749;2025-03-01 00:10:00.0;0,00
CAPITÃO LEÔNIDAS MARQUES;410460003A;PR;Centro;-25,48545;-53,60749;2025-03-01 00:40:00.0;0,00
