municipio;codEstacao;uf;nomeEstacao;latitude;longitude;datahora;valorMedida
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-12 03:10:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-12 04:20:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-12 05:10:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-12 06:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-12 07:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-12 07:30:00.0;0,42
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-12 08:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-12 09:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-12 10:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-12 11:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-12 12:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-12 13:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-12 14:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-12 15:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-12 15:40:00.0;0,20
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-12 15:50:00.0;0,79
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-12 16:00:00.0;1,96
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-12 16:10:00.0;0,79
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-12 17:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-12 18:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-12 19:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-12 20:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-12 21:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-12 21:10:00.0;1,18
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-12 21:20:00.0;15,80
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-12 21:30:00.0;7,91
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-12 21:40:00.0;2,36
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-12 21:50:00.0;1,37
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-12 22:00:00.0;1,77
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-12 22:10:00.0;1,77
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-12 22:20:00.0;0,59
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-12 22:30:00.0;0,20
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-12 22:40:00.0;0,20
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-12 22:50:00.0;0,98
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-12 23:00:00.0;0,39
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-12 23:10:00.0;0,59
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-12 23:20:00.0;0,20
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-12 23:30:00.0;0,20
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-12 23:40:00.0;0,59
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-12 23:50:00.0;0,79
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-13 00:00:00.0;0,20
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-13 01:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-13 02:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-13 03:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-13 03:40:00.0;0,20
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-13 03:50:00.0;0,20
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-13 04:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-13 05:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-13 06:00:00.0;0,42
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-13 07:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-13 07:10:00.0;0,20
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-13 07:30:00.0;0,20
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-13 07:50:00.0;0,39
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-13 08:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-13 08:10:00.0;0,39
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-13 08:20:00.0;0,20
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-13 08:30:00.0;0,42
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-13 09:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-13 10:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-13 11:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-13 12:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-13 13:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-13 14:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-13 15:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-13 16:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-13 17:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-13 18:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-13 19:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-13 20:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-13 21:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-13 22:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-13 23:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-13 23:10:00.0;0,79
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-13 23:20:00.0;2,56
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-13 23:30:00.0;0,42
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-14 00:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-14 00:10:00.0;0,20
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-14 01:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-14 01:20:00.0;2,95
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-14 01:30:00.0;2,56
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-14 01:40:00.0;0,98
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-14 01:50:00.0;0,20
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-14 02:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-14 02:10:00.0;0,20
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-14 03:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-14 04:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-14 05:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-14 05:40:00.0;0,20
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-14 06:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-14 07:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-14 08:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-14 09:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-14 10:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-14 11:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-14 12:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-14 13:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-14 14:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-14 15:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-14 16:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-14 17:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-14 18:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-14 19:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-14 20:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-14 21:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-14 22:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-14 23:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-15 00:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-15 01:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-15 02:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-15 03:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-15 04:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-15 05:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-15 06:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-15 07:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-15 08:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-15 09:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-15 10:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-15 11:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-15 12:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-15 13:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-15 14:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-15 15:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-15 16:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-15 17:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-15 18:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-15 19:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-15 19:10:00.0;0,39
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-15 19:20:00.0;0,59
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-15 19:30:00.0;0,98
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-15 19:40:00.0;1,77
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-15 19:50:00.0;0,59
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-15 20:00:00.0;1,37
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-15 20:10:00.0;0,39
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-15 20:20:00.0;0,59
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-15 20:30:00.0;0,39
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-15 21:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-15 22:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-15 23:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-16 00:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-16 01:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-16 02:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-16 03:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-16 04:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-16 05:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-16 06:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-16 07:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-16 08:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-16 09:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-16 10:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-16 11:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-16 12:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-16 13:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-16 14:00:00.0;0,20
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-16 15:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-16 16:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-16 17:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-16 18:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-16 19:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-16 20:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-16 21:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-16 22:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-16 23:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-17 00:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-17 01:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-17 02:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-17 03:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-17 04:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-17 05:50:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-17 06:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-17 07:10:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-17 08:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-17 09:40:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-17 10:40:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-17 11:30:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-17 13:10:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-17 15:10:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-17 17:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-17 18:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-17 19:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-17 20:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-17 21:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-17 22:10:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-17 23:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-18 00:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-18 01:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-18 02:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-18 03:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-18 04:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-18 05:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-18 06:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-18 07:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-18 08:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-18 09:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-18 10:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-18 11:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-18 12:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-18 13:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-18 14:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-18 15:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-18 16:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-18 17:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-18 18:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-18 19:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-18 19:30:00.0;0,20
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-18 19:50:00.0;0,20
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-18 20:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-18 21:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-18 22:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-18 23:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-19 00:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-19 01:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-19 02:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-19 03:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-19 04:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-19 05:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-19 06:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-19 07:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-19 08:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-19 09:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-19 10:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-19 11:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-19 12:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-19 13:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-19 14:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-19 15:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-19 16:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-19 17:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-19 18:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-19 19:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-19 20:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-19 21:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-19 22:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-19 23:00:00.0;0,00
PINHAIS;411915203A;PR;Jardim Atuba;-25,399929;-49,192935;2025-03-20 00:00:00.0;0,00
